ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,Latitude,Longitude,Location
11589985,2/8/19 18:00,062XX W WARWICK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,16,38,17,41.94843858,-87.78214555,"(41.948438584, -87.782145554)"
11590332,2/8/19 18:00,015XX W FARWELL AVE,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,24,49,1,42.00664231,-87.6685177,"(42.006642305, -87.668517697)"
11589977,2/8/19 18:02,025XX W 118TH PL,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,22,19,75,41.67813554,-87.68498158,"(41.678135538, -87.684981583)"
11590035,2/8/19 18:10,059XX W BELMONT AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,25,30,19,41.93847653,-87.77409024,"(41.938476526, -87.774090236)"
11590285,2/8/19 18:14,012XX N CLYBOURN AVE,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,18,27,8,41.90457987,-87.6406966,"(41.904579871, -87.640696598)"
11590036,2/8/19 18:21,0000X W KINZIE ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,42,8,41.88922725,-87.63008703,"(41.889227252, -87.630087033)"
11589869,2/8/19 18:22,069XX S HALSTED ST,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,7,6,68,41.76836371,-87.64449521,"(41.76836371, -87.644495208)"
11590003,2/8/19 18:24,081XX S MARQUETTE AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,4,7,46,41.74740642,-87.55888175,"(41.747406422, -87.558881752)"
11590013,2/8/19 18:27,015XX E 72ND ST,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,3,7,43,41.7642234,-87.58749011,"(41.764223399, -87.587490114)"
11590070,2/8/19 18:27,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1,42,32,41.88350019,-87.6278767,"(41.883500187, -87.627876698)"
11589915,2/8/19 18:30,032XX W HURON ST,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE,FALSE,11,27,23,41.89370517,-87.70825902,"(41.893705166, -87.708259024)"
11590084,2/8/19 18:30,061XX W DIVERSEY AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,25,30,19,41.93109432,-87.77913438,"(41.931094319, -87.779134379)"
11595793,2/8/19 18:30,061XX W WELLINGTON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,25,30,19,41.93473838,-87.78021643,"(41.934738381, -87.780216428)"
11597391,2/8/19 18:30,034XX N SPRINGFIELD AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,17,30,21,41.94338808,-87.72486242,"(41.943388075, -87.724862422)"
11590851,2/8/19 18:30,046XX N KILBOURN AVE,THEFT,$500 AND UNDER,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,17,39,16,41.96534848,-87.74136541,"(41.96534848, -87.741365412)"
11590489,2/8/19 18:30,074XX N HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,24,49,1,42.01720528,-87.68299509,"(42.017205279, -87.682995086)"
11594738,2/8/19 18:32,064XX S CARPENTER ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,7,16,68,41.77708973,-87.65079203,"(41.77708973, -87.650792034)"
11590086,2/8/19 18:34,049XX N KENMORE AVE,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,TRUE,TRUE,20,48,3,41.97236456,-87.65630497,"(41.972364558, -87.656304974)"
11589912,2/8/19 18:37,066XX S STONY ISLAND AVE,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,3,5,42,41.77494599,-87.58632106,"(41.774945985, -87.586321063)"
11589862,2/8/19 18:40,021XX N DOMINICK ST,THEFT,OVER $500,STREET,FALSE,FALSE,18,2,7,41.92093925,-87.66589164,"(41.920939245, -87.665891643)"
11590043,2/8/19 18:43,051XX S THROOP ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,9,20,61,41.80055169,-87.65746744,"(41.800551692, -87.657467435)"
11589887,2/8/19 18:45,057XX S SANGAMON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,16,68,41.78986288,-87.64869108,"(41.789862875, -87.648691077)"
11589877,2/8/19 18:45,052XX N SHERIDAN RD,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,20,48,77,41.97685185,-87.65499969,"(41.976851852, -87.654999693)"
11589923,2/8/19 18:46,036XX S RHODES AVE,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,2,4,35,41.82876229,-87.61443616,"(41.828762287, -87.614436164)"
11589870,2/8/19 18:49,009XX N KARLOV AVE,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,11,37,23,41.89813643,-87.72863106,"(41.898136429, -87.728631056)"
11590056,2/8/19 18:49,020XX N CICERO AVE,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,25,36,19,41.9181121,-87.74615251,"(41.918112097, -87.746152511)"
11589886,2/8/19 18:50,010XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,12,28,28,41.86881558,-87.68609839,"(41.868815583, -87.686098385)"
11589867,2/8/19 18:50,008XX N CICERO AVE,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,11,37,25,41.89534145,-87.74581753,"(41.895341447, -87.745817534)"
11590691,2/8/19 19:00,059XX S KOMENSKY AVE,THEFT,OVER $500,STREET,FALSE,FALSE,8,23,65,41.78502157,-87.72416214,"(41.785021569, -87.724162137)"
11591527,2/8/19 19:00,014XX E HYDE PARK BLVD,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,2,4,41,41.80244256,-87.58995182,"(41.802442557, -87.589951823)"
11593631,2/8/19 19:00,047XX S FEDERAL ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2,3,37,41.80871245,-87.62857679,"(41.808712454, -87.628576793)"
11590643,2/8/19 19:00,034XX S INDIANA AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2,3,35,41.83233723,-87.62179358,"(41.832337226, -87.621793581)"
11590505,2/8/19 19:00,018XX W 21ST PL,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,12,25,31,41.85314937,-87.67177971,"(41.853149372, -87.671779706)"
11591056,2/8/19 19:00,047XX W ARTHINGTON ST,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,11,24,25,41.8695697,-87.74304295,"(41.869569701, -87.743042954)"
11589872,2/8/19 19:00,032XX W HURON ST,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,11,27,23,41.89370517,-87.70825902,"(41.893705166, -87.708259024)"
11590907,2/8/19 19:00,007XX N ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,11,27,23,41.8941086,-87.71383422,"(41.894108595, -87.71383422)"
11590335,2/8/19 19:00,037XX N WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,47,5,41.94913533,-87.68832294,"(41.94913533, -87.688322938)"
11590336,2/8/19 19:00,037XX N WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,47,5,41.94913533,-87.68832294,"(41.94913533, -87.688322938)"
11589847,2/8/19 19:00,027XX W ARTHUR AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,24,50,2,41.99942223,-87.69756087,"(41.999422228, -87.697560868)"
11590134,2/8/19 19:06,003XX E MONROE DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1,42,32,41.88089896,-87.61904813,"(41.880898957, -87.619048127)"
11590175,2/8/19 19:06,056XX N MENARD AVE,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,16,45,11,41.98369394,-87.77317242,"(41.983693935, -87.773172423)"
11589962,2/8/19 19:11,066XX S HALSTED ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,TRUE,FALSE,7,6,68,41.77304068,-87.64461014,"(41.773040679, -87.644610137)"
11590040,2/8/19 19:12,063XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,3,20,69,41.77907344,-87.61560001,"(41.779073436, -87.615600014)"
11590821,2/8/19 19:13,003XX S KILBOURN AVE,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,11,28,26,41.87670782,-87.73778887,"(41.876707819, -87.737788874)"
11590075,2/8/19 19:15,027XX S STATE ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,TRUE,FALSE,1,3,35,41.84407462,-87.6267135,"(41.844074622, -87.626713502)"
11591666,2/8/19 19:15,027XX S DEARBORN ST,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,FALSE,1,3,35,41.84411271,-87.62844534,"(41.844112707, -87.628445336)"
11590101,2/8/19 19:15,028XX N CLARK ST,THEFT,OVER $500,STREET,FALSE,FALSE,19,44,6,41.93406773,-87.64591246,"(41.934067729, -87.645912462)"
11590073,2/8/19 19:15,017XX W HOWARD ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,24,49,1,42.01939924,-87.67504949,"(42.019399237, -87.675049485)"
11590118,2/8/19 19:16,061XX S MORGAN ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,TRUE,TRUE,7,16,68,41.78272837,-87.64972028,"(41.782728365, -87.649720276)"
11599421,2/8/19 19:21,016XX W 38TH ST,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,9,12,59,41.82501129,-87.66636425,"(41.825011292, -87.666364253)"
11589991,2/8/19 19:22,040XX N CLARENDON AVE,THEFT,OVER $500,ALLEY,FALSE,FALSE,19,46,3,41.9549135,-87.64971046,"(41.9549135, -87.649710456)"
11589906,2/8/19 19:28,039XX W MADISON ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,11,28,26,41.88074874,-87.72392945,"(41.880748741, -87.723929446)"
11602904,2/8/19 19:30,015XX N BOSWORTH AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,14,2,24,41.90967741,-87.66644615,"(41.909677408, -87.666446154)"
11590363,2/8/19 19:30,027XX N MARMORA AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,25,30,19,41.9297991,-87.77348985,"(41.929799103, -87.773489846)"
11592366,2/8/19 19:30,028XX N ORCHARD ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,19,44,6,41.93371569,-87.64669905,"(41.933715688, -87.646699052)"
11590528,2/8/19 19:30,033XX N SPRINGFIELD AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,17,30,21,41.94184559,-87.72481828,"(41.94184559, -87.724818277)"
11589903,2/8/19 19:32,012XX S PULASKI RD,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,10,24,29,41.86543404,-87.72514691,"(41.865434036, -87.725146911)"
11589952,2/8/19 19:33,020XX E 69TH ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,3,5,43,41.76982028,-87.57469034,"(41.769820277, -87.574690344)"
11590014,2/8/19 19:38,071XX S STEWART AVE,BATTERY,SIMPLE,ALLEY,FALSE,TRUE,7,6,68,41.76491235,-87.63465724,"(41.764912352, -87.634657238)"
11589885,2/8/19 19:40,072XX S TROY ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,8,18,66,41.76178404,-87.70151758,"(41.761784041, -87.701517584)"
11590822,2/8/19 19:40,047XX W POLK ST,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,11,24,25,41.87048098,-87.74307863,"(41.870480977, -87.743078629)"
11590002,2/8/19 19:45,067XX S CORNELL AVE,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,3,5,43,41.7723828,-87.58505307,"(41.772382799, -87.585053065)"
11590067,2/8/19 19:45,004XX S CLINTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1,25,28,41.87612122,-87.64100397,"(41.876121224, -87.641003973)"
11589967,2/8/19 19:45,033XX W JACKSON BLVD,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,11,28,27,41.87728534,-87.71009346,"(41.87728534, -87.710093459)"
11590085,2/8/19 19:45,024XX N MILWAUKEE AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,14,32,22,41.92629647,-87.70288086,"(41.926296467, -87.702880861)"
11590987,2/8/19 19:50,013XX W 108TH PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,22,34,75,41.69674995,-87.65542098,"(41.696749953, -87.655420977)"
11590197,2/8/19 19:50,068XX S DORCHESTER AVE,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,FALSE,3,5,43,41.77077005,-87.59111311,"(41.770770047, -87.591113114)"
11589893,2/8/19 19:50,054XX S DAMEN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,9,16,61,41.79488667,-87.67433017,"(41.794886668, -87.674330165)"
11590006,2/8/19 19:50,004XX S HAMLIN BLVD,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,11,28,26,41.87505785,-87.72044756,"(41.875057848, -87.720447562)"
11590153,2/8/19 19:53,068XX S DORCHESTER AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,3,5,43,41.77077005,-87.59111311,"(41.770770047, -87.591113114)"
11589980,2/8/19 19:55,119XX S LA SALLE ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,5,9,53,41.67732282,-87.62627471,"(41.677322822, -87.626274707)"
11590334,2/8/19 19:55,100XX S CALHOUN AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,TRUE,TRUE,4,7,51,41.712938,-87.56215977,"(41.712937996, -87.562159769)"
11590054,2/8/19 19:56,060XX S BISHOP ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,7,16,67,41.78452483,-87.66070108,"(41.784524829, -87.660701084)"
11590089,2/8/19 19:57,049XX S WOLCOTT AVE,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,9,15,61,41.80428429,-87.67215059,"(41.804284293, -87.672150586)"
11589924,2/8/19 19:58,011XX N MONTICELLO AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,11,27,23,41.90184096,-87.71774873,"(41.901840959, -87.71774873)"
11590001,2/8/19 19:59,026XX N ELSTON AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,14,1,22,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
11601435,2/8/19 20:00,081XX S VERNON AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,6,6,44,41.74670836,-87.61359337,"(41.746708362, -87.613593365)"
11590843,2/8/19 20:00,069XX S SOUTH SHORE DR,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,3,5,43,41.76916785,-87.56653075,"(41.76916785, -87.566530745)"
11590015,2/8/19 20:00,068XX S CORNELL AVE,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,3,5,43,41.77065909,-87.58500711,"(41.770659085, -87.585007113)"
11590139,2/8/19 20:00,064XX S ABERDEEN ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,7,16,68,41.77700087,-87.65200282,"(41.777000866, -87.652002823)"
11590738,2/8/19 20:00,050XX S ELIZABETH ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,9,20,61,41.80259483,-87.65630532,"(41.802594827, -87.656305321)"
11589997,2/8/19 20:00,044XX S TROY ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,9,14,58,41.81269549,-87.70289931,"(41.812695493, -87.702899309)"
11609390,2/8/19 20:00,043XX S LANGLEY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2,4,38,41.81617145,-87.60917339,"(41.816171454, -87.609173392)"
11606205,2/8/19 20:00,038XX S ELLIS AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2,4,36,41.82515678,-87.60579211,"(41.825156779, -87.60579211)"
11590567,2/8/19 20:00,030XX S BONFIELD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,9,11,60,41.83911526,-87.65345811,"(41.839115255, -87.653458112)"
11595009,2/8/19 20:00,0000X E MADISON ST,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1,42,32,41.88207451,-87.626754,"(41.882074512, -87.626753998)"
11590964,2/8/19 20:00,006XX N SPAULDING AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,11,27,23,41.8928498,-87.70891745,"(41.892849801, -87.708917454)"
11599143,2/8/19 20:00,014XX N HONORE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,1,24,41.90837111,-87.67595629,"(41.908371108, -87.675956292)"
11589976,2/8/19 20:00,051XX W AINSLIE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,16,45,11,41.96975337,-87.7560005,"(41.969753371, -87.756000503)"
11594999,2/8/19 20:00,051XX N SHERIDAN RD,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,TRUE,20,48,3,41.97555926,-87.65498767,"(41.975559264, -87.654987667)"
11594348,2/8/19 20:00,0000X W TERMINAL ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,FALSE,FALSE,16,41,76,41.9790063,-87.90646316,"(41.979006297, -87.906463155)"
11589995,2/8/19 20:09,031XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,19,44,6,41.93791999,-87.64902459,"(41.937919992, -87.649024588)"
11590083,2/8/19 20:10,057XX S CICERO AVE,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,8,13,56,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
11590068,2/8/19 20:11,108XX S GREEN BAY AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,4,10,52,41.69840521,-87.54134442,"(41.69840521, -87.541344419)"
11590124,2/8/19 20:14,054XX S INDIANA AVE,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,2,3,40,41.79541549,-87.62086357,"(41.795415492, -87.620863574)"
11590038,2/8/19 20:15,075XX S GREEN ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,6,17,71,41.75698862,-87.64541585,"(41.756988617, -87.645415845)"
11590080,2/8/19 20:15,0000X E ADAMS ST,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1,42,32,41.87950297,-87.62672358,"(41.87950297, -87.626723575)"
11590215,2/8/19 20:15,0000X S COLUMBUS DR,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1,42,32,41.88177682,-87.62076795,"(41.881776822, -87.620767948)"
11590063,2/8/19 20:20,017XX E 95TH ST,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,4,7,51,41.72238362,-87.58199601,"(41.722383615, -87.581996008)"
11590064,2/8/19 20:27,062XX S SACRAMENTO AVE,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,TRUE,FALSE,8,16,66,41.77987039,-87.69828966,"(41.779870385, -87.698289659)"
11590111,2/8/19 20:28,065XX S LAFLIN ST,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,7,16,67,41.77498302,-87.66165499,"(41.774983017, -87.66165499)"
11589998,2/8/19 20:30,079XX S DR MARTIN LUTHER KING JR DR,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,6,44,41.75065771,-87.61495649,"(41.750657714, -87.614956494)"
11590050,2/8/19 20:30,071XX S HALSTED ST,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,7,6,68,41.76465559,-87.64439925,"(41.764655589, -87.644399249)"
11590238,2/8/19 20:30,046XX W LAKE ST,BATTERY,DOMESTIC BATTERY SIMPLE,FACTORY/MANUFACTURING BUILDING,FALSE,TRUE,11,28,25,41.88636795,-87.74157728,"(41.886367949, -87.741577278)"
11590032,2/8/19 20:40,018XX W MAYPOLE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,FALSE,TRUE,12,27,28,41.88414755,-87.67305749,"(41.884147552, -87.673057485)"
11590093,2/8/19 20:40,025XX N MONITOR AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,FALSE,FALSE,25,30,19,41.92637329,-87.77215647,"(41.926373285, -87.772156466)"
11590039,2/8/19 20:44,031XX W 26TH ST,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,10,12,30,41.84453915,-87.70324007,"(41.844539149, -87.703240067)"
11590021,2/8/19 20:45,102XX S CHARLES ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,22,34,72,41.70775138,-87.65905191,"(41.707751375, -87.659051908)"
11590125,2/8/19 20:45,044XX W LEXINGTON ST,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,TRUE,11,24,26,41.87154768,-87.73549429,"(41.87154768, -87.735494291)"
11590896,2/8/19 20:45,0000X S COLUMBUS DR,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1,42,32,41.88177682,-87.62076795,"(41.881776822, -87.620767948)"
11590088,2/8/19 20:49,038XX W MADISON ST,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,FALSE,FALSE,11,28,26,41.88077523,-87.72168552,"(41.880775231, -87.721685521)"
11590079,2/8/19 21:00,087XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,6,8,44,41.73642227,-87.60481597,"(41.736422269, -87.604815966)"
11594285,2/8/19 21:00,084XX S HOLLAND RD,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,6,21,44,41.74091899,-87.63196775,"(41.740918989, -87.631967753)"
11590685,2/8/19 21:00,084XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,4,8,45,41.74215077,-87.58576693,"(41.742150773, -87.585766931)"
11590676,2/8/19 21:00,065XX W 64TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,8,23,64,41.7758008,-87.78462341,"(41.775800796, -87.784623413)"
11590531,2/8/19 21:00,048XX S LAWLER AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,8,22,56,41.8047211,-87.74919161,"(41.804721098, -87.749191611)"
11590717,2/8/19 21:00,040XX S CALUMET AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2,3,38,41.82133138,-87.61848518,"(41.821331381, -87.618485182)"
11591360,2/8/19 21:00,016XX W HARRISON ST,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,12,27,28,41.87417822,-87.66791684,"(41.874178222, -87.667916843)"
11590178,2/8/19 21:00,004XX E ILLINOIS ST,THEFT,FROM BUILDING,BOWLING ALLEY,FALSE,FALSE,18,42,8,41.89107041,-87.61661366,"(41.891070406, -87.616613661)"
11593637,2/8/19 21:00,021XX W POTOMAC AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,14,2,24,41.90494324,-87.68071193,"(41.904943244, -87.680711925)"
11590212,2/8/19 21:00,021XX N MILWAUKEE AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,1,22,41.91970839,-87.69212472,"(41.919708389, -87.692124715)"
11611499,2/8/19 21:00,019XX W ROSCOE ST,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,BAR OR TAVERN,TRUE,FALSE,19,32,5,41.94323046,-87.67730386,"(41.943230463, -87.67730386)"
11590076,2/8/19 21:05,001XX N KEDZIE AVE,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,12,27,27,41.88319163,-87.70618385,"(41.883191631, -87.706183852)"
11590147,2/8/19 21:13,041XX W MADISON ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,11,28,26,41.88068554,-87.72910775,"(41.880685543, -87.729107748)"
11591847,2/8/19 21:15,015XX W North Ave,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,14,2,24,41.91064063,-87.6669174,"(41.910640625, -87.666917401)"
11590122,2/8/19 21:16,117XX S YALE AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,5,34,53,41.68099901,-87.62875672,"(41.680999011, -87.628756718)"
11590105,2/8/19 21:19,082XX S COTTAGE GROVE AVE,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SMALL RETAIL STORE,TRUE,FALSE,6,8,44,41.74528523,-87.60506756,"(41.745285231, -87.605067562)"
11590242,2/8/19 21:26,011XX S INDEPENDENCE BLVD,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,11,24,29,41.86773699,-87.71957028,"(41.867736986, -87.719570275)"
11590675,2/8/19 21:30,069XX S SOUTH SHORE DR,THEFT,OVER $500,OTHER,FALSE,FALSE,3,5,43,41.76916785,-87.56653075,"(41.76916785, -87.566530745)"
11590678,2/8/19 21:30,057XX S BLACKSTONE AVE,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2,5,41,41.79081689,-87.59023651,"(41.790816886, -87.590236509)"
11590921,2/8/19 21:30,003XX S DEARBORN ST,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1,4,32,41.8775785,-87.62928209,"(41.877578503, -87.629282088)"
11590427,2/8/19 21:30,052XX W MADISON ST,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,15,29,25,41.88034865,-87.75699693,"(41.880348649, -87.75699693)"
